X,Y,OBJECTID,Bridge_Name,Town,Latitude,Longitude,Facility_Carried,Structure_Material,Structure_Type,Type_of_Service,Structure_Length,Bridge_Owner,Structurally_Deficient,Posted,Structure_Category,Bridge_Department_Number,Bridge_Identification_Number__B,Feature_Intersected,Highway_Agency_District,FHWARecord,Year_Built,Year_Reconstructed,BridgeInspectionDate,NHS,Deck_Condition,Superstructure_condition,Substructure_Condition,Culvert_Condition,deckArea,Clearance
-7989952.64545648,5240407.31116675,1318889,,Leominster,42.528024,-71.77496497,HWY   EXCHANGE ST ,Concrete,Frame (except frame culverts),Highway-pedestrian,16.2,MUN,NO,Open,Bridge (NBI),L08010,1CG,WATER MONOOSNOC BROOK   ,3,True,1936,0,2021/05/04 00:00:00+00,False,N,5,7,N,2633.06792948,0
-7990173.95013214,5204630.81636706,1318890,         ,Worcester,42.290731,-71.776953,I 290 WB          ,Steel,Stringer/Multi-beam or Girder,Highway,28,DOT,NO,Open,Bridge (NBI),W44113,1TL,HWY   COLBY AV         ,3,True,1967,0,2021/03/11 00:00:00+00,True,7,6,7,N,5153.7603091,5.23
-7988382.15109973,5204996.65177997,1318891,           ,Worcester,42.293162,-71.760857,I 290 EB          ,Steel,Stringer/Multi-beam or Girder,Highway,34.7,DOT,NO,Open,Bridge (NBI),W44114,1TM,HWY   PLANTATION ST     ,3,True,1967,0,2020/12/10 00:00:00+00,True,6,6,5,N,6386.98170998,4.75
-7988386.82340047,5205027.9538282,1318892,                ,Worcester,42.29337,-71.76089897,I 290 WB          ,Steel,Stringer/Multi-beam or Girder,Highway,34.7,DOT,NO,Open,Bridge (NBI),W44114,1TN,HWY   PLANTATION ST     ,3,True,1967,0,2020/12/10 00:00:00+00,True,6,6,6,N,6386.98170998,4.4400001
-7994052.74890529,5197211.79023125,1318893,                 ,Worcester,42.24141083,-71.81179683,I 290 EB ON RAMP  ,Steel,Stringer/Multi-beam or Girder,Highway,73.2,DOT,NO,Open,Bridge (NBI),W44107,1TP,WATER MIDDLE RIVER      ,3,True,1966,0,2021/10/15 00:00:00+00,False,7,7,7,N,6697.30478884,0
-7992358.59270652,5204387.48160131,1318894,                ,Worcester,42.28911397,-71.79657797,I 290 RAMP DX     ,Steel continuous,Stringer/Multi-beam or Girder,Highway,89.5,DOT,NO,Open,Bridge (NBI),W44138,1TQ,I 290 RP DH & MILLBRK ST,3,True,1982,0,2021/01/14 00:00:00+00,True,7,6,8,N,9149.9699984,5.1999998
-7998959.28715384,5202969.7571391,1318895,,Worcester,42.27969197,-71.855873,HWY   MOWER ST,Concrete,Arch - Deck,Highway-pedestrian,7.7,MUN,NO,Open,Bridge (NBI),W44001,1DN,WATER TATNUCK BROOK     ,3,True,1920,0,2020/12/01 00:00:00+00,False,N,5,7,N,1392.41933288,0
-7998768.70816716,5202227.85528975,1318896,VETERANS MEMORIAL   ,Worcester,42.27476083,-71.854161,HWY   MILL ST     ,Prestressed concrete,Slab,Highway-pedestrian,14,MUN,NO,Open,Bridge (NBI),W44002,1DP,WATER TATNUCK BROOK     ,3,True,1992,0,2020/11/13 00:00:00+00,False,5,5,6,N,2697.43595125,0
-7998105.13239131,5200340.99207286,1318897,,Worcester,42.26221783,-71.8482,HWY   JUNE ST     ,Masonry,Arch - Deck,Highway-pedestrian,17.4,MUN,YES,Open,Bridge (NBI),W44003,1DQ,WATER TATNUCK BROOK     ,3,True,1905,0,2020/06/05 00:00:00+00,False,N,3,6,N,2284.96290396,0
-7992991.42858468,5199643.23534271,1318898,,Worcester,42.25757883,-71.80226283,HWY   FRNCIS MGRTH,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,23.8,MUN,NO,Open,Bridge (NBI),W44041,1DR,ST122 A/MADISON ST      ,3,True,1958,2021,2021/10/05 00:00:00+00,False,7,6,7,N,6353.28996317,4.3600001
-7992428.9497122,5202131.57017726,1318899,,Worcester,42.27412083,-71.79721,HWY   LINCOLN ST  ,Concrete,Culvert (includes frame culverts),Highway-pedestrian,13.7,MUN,NO,Open,Bridge (NBI),W44080,1DT,RR    PWRR/BMRR      ,3,True,1953,0,2020/10/20 00:00:00+00,True,N,N,N,6,5161.29504639,6.02
-8032978.44660882,5170189.25874685,1318900,                    ,Holland,42.06144444,-72.16147222,HWY   MASHAPAUG RD,Concrete,Slab,Highway,5.2,MUN,NO,Open,Short Span Bridge,H19004,67V,WATER STEVENS BROOK     ,2,False,1850,1938,2020/06/02 00:00:00+00,False,6,6,7,N,481.36207786,0
-8032232.0243516,5166050.84599611,1318901,                    ,Holland,42.033838,-72.154767,HWY   MAY BROOK RD,Steel,Culvert (includes frame culverts),Highway,4.8,MUN,NO,Open,Short Span Bridge,H19005,67W,WATER BROWNS BROOK      ,2,False,1980,0,2020/06/02 00:00:00+00,False,N,N,N,6,250.90478664,0
-8032253.28326519,5168397.42292057,1318902,                    ,Holland,42.04949297,-72.15495797,HWY   MASHAPAUG RD,Steel,Culvert (includes frame culverts),Highway,2.4,MUN,NO,Open,Culvert,H19007,67X,WATER HAMILTON RESERVOIR,2,False,1960,0,2015/12/08 00:00:00+00,False,N,N,N,6,188.58372358,0
-8035267.4822741,5169675.21134584,1318903,                    ,Holland,42.058016,-72.18203497,HWY   MARCEY PLACE,Concrete,Culvert (includes frame culverts),Highway,4.3,MUN,YES,Open,Short Span Bridge,H19010,680,WATER STEVENS BROOK     ,2,False,1938,0,2021/10/04 00:00:00+00,False,N,N,N,4,163.64153969,0
-8035573.05739472,5169672.66246936,1318904,                    ,Holland,42.057999,-72.18478,HWY   STAFFORD RD ,Concrete,Culvert (includes frame culverts),Highway,4.4,MUN,NO,Open,Short Span Bridge,H19011,681,WATER STEVENS BROOK     ,2,False,1998,0,2020/06/04 00:00:00+00,False,N,N,N,6,200.68913554,0
-7970109.03262166,5216722.4497365,1318905,,Hudson,42.371031,-71.59670683,I 495 SB          ,Steel,Stringer/Multi-beam or Girder,Highway,43,DOT,YES,Open,Bridge (NBI),H25017,27J,HWY   RIVER RD          ,3,True,1963,0,2021/01/11 00:00:00+00,True,5,6,4,N,7914.70333183,4.6900001
-7959895.13299728,5239856.43087176,1318906,,Littleton,42.524377,-71.50495383,I 495 NB          ,Steel continuous,Stringer/Multi-beam or Girder,Highway,54,DOT,NO,Open,Bridge (NBI),L13023,27M,RR    MBTA/BMRR  ,3,True,1959,2015,2021/07/06 00:00:00+00,True,8,8,7,N,11043.77209092,7.1399999
-7959925.85729966,5239930.74595558,1318907,,Littleton,42.524869,-71.50522983,I 495 SB          ,Steel continuous,Stringer/Multi-beam or Girder,Highway,54.9,DOT,NO,Open,Bridge (NBI),L13023,27N,RR    MBTA/BMRR       ,3,True,1959,2015,2021/07/06 00:00:00+00,True,7,8,7,N,11464.21084956,7.0999999
-8090125.56361553,5190022.83222746,1318908,                    ,Holyoke,42.19358333,-72.67483333,HWY   ROCK VLLY RD,Concrete,Culvert (includes frame culverts),Highway,2.5,MUN,NO,Open,Culvert,H21037,5MX,WATER BROAD BROOK       ,2,False,1955,0,2017/06/21 00:00:00+00,False,N,N,N,6,226.04210806,0
-8085094.53975861,5196327.2099755,1318909,                    ,Holyoke,42.23552778,-72.62963889,HWY   PARK ACCESS,Concrete,Culvert (includes frame culverts),Highway,4.2,MUN,NO,Open,Short Span Bridge,H21056,5MY,WATER BROOK             ,2,False,1963,0,2020/11/18 00:00:00+00,False,N,N,N,6,999.10611761,0
-8068067.00765632,5235083.20905425,1318910,                    ,Leverett,42.49276797,-72.476678,HWY   MILL YARD RD,Wood or Timber,Stringer/Multi-beam or Girder,Highway,7.3,MUN,YES,Closed,Short Span Bridge,L09008,5N0,WATER SAWMILL RIVER     ,2,False,1850,1900,2022/01/19 00:00:00+00,False,2,5,5,N,337.87917306,0
-8064781.82004415,5236821.00286364,1318911,                    ,Leverett,42.50427778,-72.44716667,HWY   N LEVERTT RD,Steel,Culvert (includes frame culverts),Highway,1.8,MUN,NO,Open,Culvert,L09012,5N1,WATER RED BROOK         ,2,False,1850,1900,,False,N,N,N,6,0,0
-8070465.30012505,5232791.06438238,1318912,                    ,Leverett,42.47758333,-72.49822222,HWY   RTTLSNAKE RD,Steel,Culvert (includes frame culverts),Highway,0.9,MUN,NO,Open,Culvert,L09013,5N2,WATER BR DOOLITTLE BROOK,2,False,1900,0,,False,N,N,N,6,0,0
-8025281.34506724,5252276.2164077,1318913,                    ,Templeton,42.60654797,-72.09232797,HWY   OLD ROYLSTN,Steel,Culvert (includes frame culverts),Highway,1.5,MUN,YES,Open,Culvert,T02036,69K,WATER TROUT BROOK       ,2,False,1960,0,2017/12/27 00:00:00+00,False,N,N,N,4,98.48977873,0
-8024963.44384743,5240877.84095561,1318914,                    ,Templeton,42.53113889,-72.08947222,HWY   STONE BRG RD,Masonry,Slab,Highway,2.6,MUN,NO,Open,Culvert,T02045,69L,WATER STONE BRIDGE POND ,2,False,1850,0,2017/12/14 00:00:00+00,False,5,5,5,N,187.50730671,0
-8015535.29849241,5243425.26804826,1318915,                    ,Templeton,42.548,-72.00477778,HWY   WHITNEY ST,Steel,Culvert (includes frame culverts),Highway,3.3,MUN,YES,Open,Short Span Bridge,T02056,69M,WATER HUBBARDSTON BROOK ,2,False,1950,0,2021/12/23 00:00:00+00,False,N,N,N,4,163.39615662,0
-8036936.4743007,5173026.04745598,1318916,                    ,Wales,42.08036111,-72.19702778,HWY   HOLLAND RD  ,Steel,Culvert (includes frame culverts),Highway,1.2,MUN,NO,Open,Culvert,W02003,69N,WATER UNNAMED BROOK     ,2,False,1950,0,2017/07/27 00:00:00+00,False,N,N,N,5,103.33354003,0
-8037857.00030054,5172304.4814173,1318917,                    ,Wales,42.07555,-72.205297,HWY   SIZER DRIVE ,Other,Culvert (includes frame culverts),Highway,3,MUN,NO,Open,Short Span Bridge,W02001,69P,WATER WALES BROOK       ,2,False,1960,0,2021/06/16 00:00:00+00,False,N,N,N,5,183.01446656,0
-8044775.22422149,5169248.01435581,1318918,                    ,Wales,42.05516667,-72.26744444,HWY   PECK RD     ,Steel,Arch - Deck,Highway,4.6,MUN,YES,Open,Short Span Bridge,W02004,69Q,WATER VINICA BROOK      ,2,False,1956,0,2021/06/16 00:00:00+00,False,N,4,6,N,663.48742387,0
-8095598.2173531,5193641.86361002,1318919,                    ,Southampton,42.21766497,-72.723995,HWY   BRICKYARD RD,Steel,Culvert (includes frame culverts),Highway,2.7,MUN,NO,Open,Culvert,S19026,5PP,WATER MOOSE BROOK       ,2,False,1956,0,,False,N,N,N,_,107.5314651,0
-8100036.63503675,5191417.3792226,1318920,                    ,Southampton,42.20286397,-72.76386597,HWY   RUSSLVLLE RD,Concrete,Culvert (includes frame culverts),Highway,3.2,MUN,NO,Open,Short Span Bridge,S19027,5PQ,WATER ALDER MEADOW BROOK,2,False,1956,0,2022/01/06 00:00:00+00,False,N,N,N,7,278.44877036,0
-8102379.36873166,5165586.37512058,1318921,                    ,Southwick,42.03073889,-72.78491111,US202 /ST10/COLLGE,Concrete,Culvert (includes frame culverts),Highway,2.8,DOT,NO,Open,Culvert,S22011,5PR,WATER PEARL BROOK       ,2,False,1850,1922,2015/04/14 00:00:00+00,False,N,N,N,5,229.05601072,0
-8101036.1751015,5168852.567176,1318922,                    ,Southwick,42.052529,-72.772845,US202 /ST10/COLLGE,Concrete,Slab,Highway-pedestrian,3,DOT,NO,Open,Short Span Bridge,S22012,5PT,WATER GREAT BROOK TRIB  ,2,False,1922,0,2021/04/25 00:00:00+00,False,6,6,6,N,284.68389624,0
-8100530.33615915,5172768.3534908,1318923,                    ,Southwick,42.07864297,-72.76830097,US202 /ST10/COLLGE,Concrete,Slab,Highway,3,DOT,NO,Open,Culvert,S22013,5PU,WATER KELLOG BROOK      ,2,False,1850,1935,2015/04/17 00:00:00+00,True,6,6,6,N,494.06348828,0
-8100404.06563266,5168831.56185146,1318924,                    ,Southwick,42.05238889,-72.76716667,HWY   SHEEP PASTUR,Concrete,Culvert (includes frame culverts),Highway,3.9,MUN,NO,Open,Short Span Bridge,S22002,5PV,WATER GREAT BROOK       ,2,False,1940,0,2022/02/08 00:00:00+00,False,N,N,N,6,381.15911173,0
-8013016.15624575,5176724.47477419,1318925,,Charlton,42.105015,-71.98214797,HWY   MCINTYRE RD ,Prestressed concrete,Slab,Highway,6.4,MUN,NO,Open,Short Span Bridge,C06029,1F3,WATER KEENAN BROOK      ,3,False,1956,0,2020/08/11 00:00:00+00,False,6,6,7,N,592.44566633,0
-8013406.89070499,5174139.73390068,1318926,,Charlton,42.087786,-71.985658,HWY   SAUNDERSDALE,Prestressed concrete,Slab,Highway,8.2,MUN,NO,Open,Bridge (NBI),C06008,1F4,WATER KEENAN BROOK      ,3,True,1956,0,2021/06/23 00:00:00+00,False,6,6,7,N,759.07097961,0
-8005598.93946885,5184577.97051737,1318927,,Charlton,42.157335,-71.915518,HWY   OXBOW RD  ,"Aluminum, Wrought Iron, or Cast Iron",Culvert (includes frame culverts),Highway,7.3,MUN,NO,Open,Bridge (NBI),C06017,1F5,WATER LITTLE RIVER      ,3,True,1979,0,2021/06/17 00:00:00+00,False,N,N,N,7,519.86613821,0
-8005526.35924642,5184552.86759222,1318928,,Charlton,42.15716783,-71.914866,HWY   GLENMERE RD ,Wood or Timber,Slab,Highway,7.9,MUN,NO,Open,Bridge (NBI),C06003,1F6,WATER LITTLE RIVER      ,3,True,1956,2010,2020/09/17 00:00:00+00,False,7,7,7,N,527.21632204,0
-8005568.43756024,5174794.8168877,1318929,,Charlton,42.092153,-71.915244,HWY   BEACH RD  ,Concrete,Culvert (includes frame culverts),Highway,13.4,MUN,NO,Open,Bridge (NBI),C06042,1F7,WATER PRPNT MEDW OUT    ,3,True,1960,0,2021/11/01 00:00:00+00,False,N,N,N,6,1312.55129431,0
-8094476.30125163,5178160.24157279,1318930,                    ,Westfield,42.11458333,-72.71391667,HWY   UNION ST    ,Concrete continuous,Culvert (includes frame culverts),Highway,5.2,MUN,NO,Open,Short Span Bridge,W25040,5RE,WATER POWDER MILL BROOK ,2,False,1961,0,2021/07/28 00:00:00+00,False,N,N,N,5,559.72332031,0
-8090669.79186224,5176638.86368146,1318931,                    ,West Springfield,42.10444444,-72.67972222,US 20 WESTFIELD ST,Concrete,Culvert (includes frame culverts),Highway,2.5,DOT,NO,Open,Culvert,W21017,5RF,WATER BROOK             ,2,False,1850,1925,2016/04/19 00:00:00+00,False,N,N,N,7,402.81453251,0
-8088378.46495879,5176805.57826402,1318932,                    ,West Springfield,42.10555556,-72.65913889,US 20 WESTFIELD ST,Concrete,Arch - Deck,Highway-pedestrian,3,DOT,NO,Open,Short Span Bridge,W21018,5RG,WATER BLOCK BROOK       ,2,False,1896,1930,2020/04/07 00:00:00+00,True,N,5,5,N,471.4592764,0
-8091186.19078939,5177130.67981036,1318933,                    ,West Springfield,42.10772222,-72.68436111,US 20 WESTFIELD ST,Concrete,Culvert (includes frame culverts),Highway,2.7,DOT,NO,Open,Culvert,W21019,5RH,WATER PAUCATUCK BROOK   ,2,False,1850,1955,2012/07/30 00:00:00+00,False,N,N,N,6,370.37781293,0
-8085153.29102472,5183059.48218262,1318934,                    ,West Springfield,42.14722222,-72.63016667,US  5 RIVERDALE ST,Concrete,Culvert (includes frame culverts),Highway-pedestrian,3.7,DOT,NO,Open,Short Span Bridge,W21035,5RK,WATER GOLDINE BROOK     ,2,False,1850,1942,2020/09/08 00:00:00+00,True,N,N,N,7,776.6161368,0
-8038040.39461245,5207865.46567781,1318935,                    ,Hardwick,42.31222222,-72.20694444,ST 32 MAIN ST,Concrete,Slab,Highway,2.9,MUN,NO,Open,Culvert,H08022,6B9,WATER DANFORTH BROOK    ,2,False,1900,0,,False, , , , ,294.22335166,0
-8037919.89432342,5208070.61499946,1318936,                    ,Hardwick,42.313585,-72.20586197,HWY   PROSPECT ST ,Steel,Arch - Deck,Highway-pedestrian,5.8,MUN,NO,Open,Short Span Bridge,H08048,6BA,WATER DANFORTH BROOK    ,2,False,1950,0,2021/12/07 00:00:00+00,False,N,6,7,N,549.39001927,0
-8021416.67907259,5219924.38796907,1318937,                    ,Barre,42.39227778,-72.05761111,ST122 @ STA 60   ,Concrete,Culvert (includes frame culverts),Highway,1.8,DOT,UNKNOWN,Open,Culvert,B02022,6BB,WATER CANAL NR WHT VLLY ,2,False,1960,0,,False,N,N,N,6,282.87556584,0
-8028361.7807541,5219832.27655848,1318938,                    ,Barre,42.39166667,-72.12,HWY   ROOT RD   ,Masonry,Culvert (includes frame culverts),Highway,0.9,MUN,UNKNOWN,Open,Culvert,B02026,6BD,WATER PINE HILL BROOK   ,2,False,1850,0,,False,N,N,N,6,47.46884487,0
-8044762.85605361,5181729.14270699,1318939,                    ,Brimfield,42.13836111,-72.26733333,HWY   OLD RT 20   ,Concrete,Culvert (includes frame culverts),Highway,1.8,DOT,UNKNOWN,Open,Culvert,B24028,6BE,WATER WOODLAND INN BRK  ,2,False,1950,0,,False,N,N,N,7,154.75593804,0
-8064766.36051521,5269114.2479684,1318940,                    ,Northfield,42.71777778,-72.44702778,ST 10 /ST63/MAIN,-,Culvert (includes frame culverts),Highway,1.2,DOT,NO,Open,Culvert,N22020,5TU,WATER LOUISIANA BROOK   ,2,False,1900,0,,False,?,?,?,?,0,0
-8064185.02320735,5224547.83837395,1318941,                    ,Shutesbury,42.42294444,-72.44180556,HWY   W PELHAM RD ,Steel,Culvert (includes frame culverts),Highway,2.4,MUN,NO,Open,Culvert,S15004,5TV,WATER DEAN BROOK        ,2,False,1961,0,2017/11/21 00:00:00+00,False,N,N,N,6,242.83381886,0
-8105147.5165414,5213059.54365146,1318942,                    ,Westhampton,42.34671667,-72.80977778,HWY   NORTHWEST RD,Steel,Culvert (includes frame culverts),Highway,1,MUN,NO,Open,Culvert,W27009,5TX,WATER SHOP BROOK,2,False,1850,1900,,False,N,N,N,6,0,0
-7971297.27600602,5220385.36093022,1318943,              ,Berlin,42.395336,-71.607381,I 495 SB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,13.4,DOT,NO,Open,Bridge (NBI),B09018,1V1,RR    BMRR (ABANDONED),3,True,1963,0,2021/03/03 00:00:00+00,True,7,6,6,N,2509.71335353,5.8699999
-7971046.91540802,5223466.58574146,1318944,      ,Bolton,42.41577397,-71.60513197,I 495 NB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,37,DOT,NO,Open,Bridge (NBI),B15004,1V2,HWY   S BOLTON RD       ,3,True,1963,0,2021/02/16 00:00:00+00,True,5,6,7,N,6926.05968757,4.3899999
-7971114.13690992,5223558.87036128,1318945,           ,Bolton,42.416386,-71.60573583,I 495 SB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,45.1,DOT,NO,Open,Bridge (NBI),B15004,1V3,HWY   S BOLTON RD       ,3,True,1963,0,2021/02/17 00:00:00+00,True,5,6,5,N,8446.87068841,4.4099998
-7969639.95114341,5225729.50579651,1318946,Harold E. Brown Jr.,Bolton,42.43077983,-71.592493,I 495 NB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,36.6,DOT,NO,Open,Bridge (NBI),B15002,1V4,ST117 MAIN ST,3,True,1963,0,2021/02/24 00:00:00+00,True,6,6,7,N,6973.0764612,4.54
-7969708.96916922,5225745.51798445,1318947,Harold E. Brown Jr.,Bolton,42.430886,-71.593113,I 495 SB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,36.6,DOT,NO,Open,Bridge (NBI),B15002,1V5,ST117 MAIN ST,3,True,1963,0,2021/02/24 00:00:00+00,True,6,5,7,N,6973.0764612,4.7399998
-8083597.41474111,5172402.10853415,1318948,                    ,Agawam,42.07620097,-72.61619,ST 57 RAMP E      ,Concrete,Culvert (includes frame culverts),Highway,6,DOT,NO,Open,Short Span Bridge,A05018,5KF,OTHER UTILITY           ,2,False,1958,0,2020/04/07 00:00:00+00,False,N,N,N,6,354.45461427,0
-8089139.12021547,5169584.34639916,1318949,                    ,Agawam,42.05740997,-72.66597197,ST 57 EB,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,23.8,DOT,NO,Open,Bridge (NBI),A05024,AD4,HWY   SHOEMAKER LN    ,2,True,1991,0,2022/01/19 00:00:00+00,True,7,6,6,N,3535.2985898,5.02
-8085200.08197002,5172076.52247935,1318950,                    ,Agawam,42.07403,-72.630587,ST 57 WB          ,Steel,Stringer/Multi-beam or Girder,Highway,50.3,DOT,NO,Open,Bridge (NBI),A05021,11T,ST 75 SUFFIELD ST       ,2,True,1961,0,2020/04/22 00:00:00+00,True,5,6,6,N,7958.94284542,4.4899998
-8082460.59578738,5191412.35838577,1318951,                    ,Holyoke,42.20283056,-72.60597778,ST141 APPLETON ST ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,38.7,DOT,YES,Posted For Load,Bridge (NBI),H21014,130,WATER SECOND LEVEL CANAL,2,True,1921,0,2020/09/08 00:00:00+00,False,4,4,4,N,7623.10877896,0
-8082633.61107014,5191536.6994073,1318952,                    ,Holyoke,42.20365797,-72.607532,ST141 APPLETON ST ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,36.6,DOT,YES,Posted For Load,Bridge (NBI),H21020,131,WATER FIRST LEVEL CANAL ,2,True,1919,0,2021/09/08 00:00:00+00,False,4,4,4,N,6973.0764612,0
-8083218.26115254,5190133.96612904,1318953,                    ,Holyoke,42.19432297,-72.612784,HWY   MAIN ST     ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,37.8,DOT,NO,Open,Bridge (NBI),H21010,132,WATER THIRD LEVEL CANAL ,2,True,1978,0,2020/09/08 00:00:00+00,False,6,6,6,N,8381.64154411,0
-8076476.8648142,5253005.24464749,1318954,TURNER FALLS-GILL BRIDGE,Gill,42.61136797,-72.552225,HWY   AVENUE A    ,Steel,Truss - Deck,Highway-pedestrian,528.2,DOT,NO,Open,Bridge (NBI),G04010,133,WATER CONN RIV AND CANAL,2,True,1937,0,2021/05/10 00:00:00+00,False,7,6,6,N,73911.46868928,4.2600002
-8079511.6575984,5248355.24322358,1318955,General Fredrick E. Pierce Bridge,Greenfield,42.580618,-72.579487,HWY   MTGUE CTY RD,Steel,Truss - Thru,Highway-pedestrian,235.1,DOT,YES,Closed,Bridge (NBI),G12020,134,WATER CONNECTICUT RIVER ,2,True,1947,0,2021/05/03 00:00:00+00,False,3,4,4,N,28595.72855541,0
-8047471.6306908,5170472.48239956,1318956,                    ,Monson,42.06333333,-72.29166667,HWY   WALES RD    ,Steel,Culvert (includes frame culverts),Highway,1.5,MUN,UNKNOWN,Open,Culvert,M27135,6CY,WATER BROOK             ,2,False,1940,0,,False,N,N,N,?,113.8486759,0
-8057184.2598897,5183847.76718663,1318957,                    ,Monson,42.15247222,-72.37891667,US 20             ,Concrete,Culvert (includes frame culverts),Highway,1.2,DOT,UNKNOWN,Open,Culvert,M27056,6D1,WATER CAULKINS BRK TRIB,2,False,1950,0,,True,N,N,N,?,156.98399519,0
-8056905.96114894,5183952.04250441,1318958,                    ,Monson,42.15316667,-72.37641667,US 20             ,Concrete,Culvert (includes frame culverts),Highway,1.2,DOT,UNKNOWN,Open,Culvert,M27057,6D2,WATER CAULKINS BRK TRIB,2,False,1938,1950,,True,N,N,N,?,152.21411593,0
-8056074.15691718,5184064.66112216,1318959,                    ,Monson,42.15391667,-72.36894444,US 20             ,Concrete,Culvert (includes frame culverts),Highway,1.2,DOT,UNKNOWN,Open,Culvert,M27058,6D3,WATER CAULKINS BRK TRIB,2,False,1950,0,,True,N,N,N,?,157.58364855,0
-8055842.24123607,5184160.59639264,1318960,                    ,Monson,42.15455556,-72.36686111,US 20             ,Concrete,Culvert (includes frame culverts),Highway,2.1,DOT,UNKNOWN,Open,Culvert,M27059,6D4,WATER CAULKINS BROOK    ,2,False,1950,0,,True,N,N,N,?,275.77137183,0
-8066363.59801255,5270257.08568462,1318961,                    ,Northfield,42.72532,-72.461376,HWY   W NRTHFLD RD,Steel,Truss - Thru,Highway-pedestrian,32,DOT,YES,Posted For Load,Bridge (NBI),N22014,14F,RR    NECRR,2,True,1909,1987,2021/12/21 00:00:00+00,False,6,4,5,N,2101.11527954,5.9200001
-8073732.27569041,5183600.42600685,1318962,                    ,Springfield,42.15082497,-72.52756997,US 20 PAGE BLVD   ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,28.1,DOT,NO,Open,Bridge (NBI),S24022,14H,RR    CSX SPURR         ,2,True,1968,0,2020/05/04 00:00:00+00,True,7,7,6,N,5595.61883184,6.75
-8079776.55773092,5178294.46870149,1318963,RR# 97.48           ,Springfield,42.11547778,-72.58186667,HWY   ARMORY ST   ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,28.7,DOT,YES,Posted For Load,Bridge (NBI),S24016,14J,RR    CSX   ,2,True,1934,0,2021/03/11 00:00:00+00,True,4,4,6,N,4664.75602125,6.6300001
-8078123.8308138,5179928.43098335,1318964,                    ,Springfield,42.126365,-72.56701997,HWY   ST JAMES AVE,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,26.3,DOT,YES,Open,Bridge (NBI),S24017,14K,RR    CSX   ,2,True,1956,1969,2021/02/18 00:00:00+00,False,4,5,5,N,7926.5433319,6.4499998
-8050077.43536363,5174358.92153756,1318965,                    ,Monson,42.08924722,-72.315075,HWY   BLISS ST ,Concrete,Tee Beam,Highway,10.6,MUN,NO,Open,Bridge (NBI),M27013,15V,WATER CHICOPEE BROOK    ,2,True,1850,1926,2021/05/12 00:00:00+00,False,5,5,5,N,935.59907089,0
-8050289.38790748,5177127.79752276,1318966,                    ,Monson,42.107703,-72.316979,ST 32 MAIN ST     ,Prestressed concrete,Slab,Highway-pedestrian,8,MUN,NO,Open,Bridge (NBI),M27042,15W,WATER MARGARET BROOK    ,2,True,1956,0,2022/03/14 00:00:00+00,True,7,7,6,N,1257.22473706,0
-8051112.59580053,5177338.01890702,1318967,                    ,Monson,42.109104,-72.324374,HWY   MARGARET ST ,Prestressed concrete,Slab,Highway-pedestrian,7,MUN,NO,Open,Bridge (NBI),M27049,15X,TR    MARGARET BROOK    ,2,True,1956,0,2022/03/14 00:00:00+00,False,6,6,5,N,828.82110234,0
-8055776.77326566,5188095.68196763,1318968,                    ,Palmer,42.180756,-72.366273,HWY   BRIDGE ST   ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,73.2,MUN,NO,Open,Bridge (NBI),P01004,15Y,WATER CHICOPEE RIVER    ,2,True,1964,0,2020/05/05 00:00:00+00,False,7,6,6,N,10164.14491483,0
-8055579.73455211,5188013.95698401,1318969,                    ,Palmer,42.18021197,-72.36450297,HWY   MAIN ST     ,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,51.2,MUN,NO,Posted For Load,Bridge (NBI),P01005,160,WATER QUABOAG RIVER     ,2,True,1948,2020,2020/05/27 00:00:00+00,False,5,5,7,N,8872.90681071,0
-8019813.99853567,5197675.10626683,1318970,,North Brookfield,42.244492,-72.043214,HWY   SHORE RD  ,Concrete,Culvert (includes frame culverts),Highway,8.5,MUN,NO,Open,Bridge (NBI),N17003,1GQ,WATER FIVE MILE RIVER   ,3,True,1993,0,2020/04/01 00:00:00+00,False,N,N,N,7,795.99115726,0
-8019687.31391528,5200001.37744972,1318971,       ,North Brookfield,42.25995997,-72.04207597,HWY   HINES BRG RD,Wood or Timber,Slab,Highway,8.5,MUN,NO,Open,Bridge (NBI),N17002,1GR,WATER FIVE MILE RIVER   ,3,True,1945,2012,2020/06/09 00:00:00+00,False,8,8,6,N,503.21281214,0
